student_id,age,education_level,study_field,learning_style,device_preference,timezone,previous_online_courses,has_learning_disability,motivation_level
student_01620,58,High School,Social Sciences,Reading/Writing,Desktop,UTC-5,3,False,High
student_01621,26,Undergraduate,STEM,Auditory,Mobile,UTC-8,2,False,High
student_01622,47,Undergraduate,Other,Kinesthetic,Mobile,UTC+1,4,False,Medium
student_01623,52,High School,STEM,Kinesthetic,Mobile,UTC+8,6,False,Medium
student_01624,37,Undergraduate,STEM,Reading/Writing,Mobile,UTC+8,8,False,High
student_01625,34,Undergraduate,Arts,Visual,Mobile,UTC-5,6,False,Medium
student_01626,56,Graduate,Arts,Auditory,Mobile,UTC+1,9,False,Medium
student_01627,41,Graduate,Arts,Auditory,Mobile,UTC,3,False,Medium
student_01628,53,Graduate,Other,Kinesthetic,Mobile,UTC-5,5,False,Medium
student_01629,21,Undergraduate,Social Sciences,Visual,Mobile,UTC-5,5,False,High
student_01630,41,Undergraduate,STEM,Kinesthetic,Mobile,UTC-8,8,False,High
student_01631,42,Professional,Social Sciences,Reading/Writing,Desktop,UTC,5,False,Medium
student_01632,35,Graduate,Business,Reading/Writing,Mobile,UTC+8,7,False,High
student_01633,33,High School,Business,Auditory,Desktop,UTC+1,6,False,Medium
student_01634,17,Graduate,Business,Reading/Writing,Mobile,UTC-5,10,False,High
student_01635,39,Professional,Business,Reading/Writing,Desktop,UTC,4,True,Medium
student_01636,22,Graduate,Business,Visual,Tablet,UTC-8,7,False,Medium
student_01637,19,High School,Arts,Kinesthetic,Desktop,UTC+1,4,True,Medium
student_01638,34,High School,Social Sciences,Kinesthetic,Desktop,UTC,6,True,High
student_01639,64,Undergraduate,STEM,Reading/Writing,Desktop,UTC+8,7,False,Low
student_01640,60,Undergraduate,Social Sciences,Visual,Desktop,UTC-8,2,False,Low
student_01641,56,High School,Social Sciences,Reading/Writing,Desktop,UTC-8,3,False,Medium
student_01642,61,High School,Arts,Visual,Desktop,UTC+1,8,False,Medium
student_01643,47,High School,Business,Auditory,Desktop,UTC-5,8,False,High
student_01644,52,High School,Arts,Kinesthetic,Desktop,UTC-5,5,False,Medium
student_01645,51,High School,Arts,Kinesthetic,Tablet,UTC-8,6,False,Low
student_01646,46,High School,Arts,Auditory,Mobile,UTC-8,5,False,Medium
student_01647,55,Undergraduate,Social Sciences,Auditory,Mobile,UTC-5,5,False,Medium
student_01648,37,High School,Social Sciences,Reading/Writing,Desktop,UTC,7,False,Medium
student_01649,59,Graduate,Arts,Kinesthetic,Mobile,UTC-8,3,False,High
student_01650,18,High School,Arts,Visual,Desktop,UTC-8,4,False,Medium
student_01651,63,Graduate,Arts,Visual,Desktop,UTC-5,6,False,Medium
student_01652,25,Undergraduate,Social Sciences,Auditory,Mobile,UTC-8,6,True,High
student_01653,63,Undergraduate,Other,Visual,Mobile,UTC-8,9,False,Low
student_01654,34,Undergraduate,Other,Reading/Writing,Desktop,UTC+8,8,False,High
student_01655,35,Professional,Business,Reading/Writing,Mobile,UTC,5,False,Medium
student_01656,42,Undergraduate,Other,Auditory,Desktop,UTC,3,False,High
student_01657,28,Graduate,Business,Visual,Mobile,UTC-5,3,False,Medium
student_01658,16,Graduate,Other,Reading/Writing,Desktop,UTC-5,1,False,Medium
student_01659,41,High School,Social Sciences,Kinesthetic,Mobile,UTC,2,True,High
student_01660,21,Undergraduate,Business,Reading/Writing,Desktop,UTC-5,7,False,Medium
student_01661,32,Undergraduate,Business,Auditory,Mobile,UTC+1,10,False,Low
student_01662,25,High School,Arts,Visual,Desktop,UTC-5,5,False,Medium
student_01663,64,High School,Other,Kinesthetic,Tablet,UTC,4,False,High
student_01664,30,Undergraduate,Arts,Kinesthetic,Mobile,UTC-5,4,False,Medium
student_01665,18,Graduate,Social Sciences,Reading/Writing,Desktop,UTC+8,5,False,High
student_01666,17,Undergraduate,Other,Auditory,Desktop,UTC,3,False,Medium
student_01667,30,Graduate,STEM,Reading/Writing,Mobile,UTC+1,3,False,Low
student_01668,44,Undergraduate,Arts,Reading/Writing,Mobile,UTC-8,7,False,High
student_01669,60,Graduate,STEM,Kinesthetic,Mobile,UTC-8,5,False,High
student_01670,37,High School,Other,Kinesthetic,Desktop,UTC,6,False,Low
student_01671,56,High School,Arts,Kinesthetic,Mobile,UTC-5,3,True,High
student_01672,55,Professional,Arts,Reading/Writing,Mobile,UTC+1,6,False,Medium
student_01673,54,High School,Business,Visual,Desktop,UTC+8,8,True,Medium
student_01674,32,High School,STEM,Visual,Mobile,UTC-5,8,False,Medium
student_01675,27,Graduate,Arts,Visual,Mobile,UTC,7,False,Medium
student_01676,40,Professional,Social Sciences,Reading/Writing,Desktop,UTC+8,3,False,High
student_01677,17,Undergraduate,Arts,Visual,Mobile,UTC-5,3,False,Medium
student_01678,31,High School,STEM,Auditory,Desktop,UTC+1,4,False,Medium
student_01679,49,High School,Business,Auditory,Desktop,UTC-8,3,False,Low
student_01680,48,Graduate,Arts,Kinesthetic,Desktop,UTC-5,4,False,Medium
student_01681,51,Graduate,Business,Visual,Mobile,UTC-5,4,False,Medium
student_01682,47,High School,Social Sciences,Auditory,Desktop,UTC,5,False,Medium
student_01683,46,Undergraduate,Business,Auditory,Mobile,UTC-5,2,True,Low
student_01684,20,Undergraduate,Other,Visual,Tablet,UTC-8,3,False,Low
student_01685,30,Undergraduate,Arts,Reading/Writing,Mobile,UTC-5,3,False,Medium
student_01686,30,High School,Business,Auditory,Desktop,UTC-5,4,False,Medium
student_01687,35,Professional,Business,Auditory,Desktop,UTC+1,3,False,Medium
student_01688,54,Professional,STEM,Kinesthetic,Mobile,UTC-5,6,True,Medium
student_01689,16,High School,STEM,Kinesthetic,Mobile,UTC-5,4,False,High
student_01690,52,Graduate,Business,Visual,Mobile,UTC-5,9,False,Medium
student_01691,35,High School,STEM,Reading/Writing,Mobile,UTC-5,5,True,Medium
student_01692,46,High School,STEM,Kinesthetic,Desktop,UTC,6,False,High
student_01693,26,Undergraduate,Other,Kinesthetic,Mobile,UTC-8,6,False,High
student_01694,22,Undergraduate,Arts,Auditory,Mobile,UTC-8,5,False,High
student_01695,41,Graduate,Other,Reading/Writing,Desktop,UTC-8,3,True,High
student_01696,36,High School,Social Sciences,Auditory,Mobile,UTC-8,7,False,Low
student_01697,37,Graduate,Business,Auditory,Desktop,UTC-8,3,False,Medium
student_01698,54,Graduate,STEM,Auditory,Mobile,UTC-8,4,False,Medium
student_01699,29,Undergraduate,Business,Reading/Writing,Mobile,UTC-8,5,False,High
student_01700,47,Graduate,Social Sciences,Auditory,Tablet,UTC,5,False,Medium
student_01701,34,High School,Other,Auditory,Desktop,UTC-8,4,False,High
student_01702,17,Graduate,Other,Visual,Mobile,UTC-8,5,True,Low
student_01703,48,High School,Arts,Kinesthetic,Mobile,UTC,4,False,Medium
student_01704,48,High School,Social Sciences,Kinesthetic,Desktop,UTC-5,4,False,High
student_01705,47,Graduate,STEM,Visual,Mobile,UTC,7,False,High
student_01706,21,High School,Social Sciences,Reading/Writing,Desktop,UTC-8,3,False,Low
student_01707,18,Undergraduate,Business,Visual,Mobile,UTC-8,6,False,Low
student_01708,38,Undergraduate,Social Sciences,Reading/Writing,Desktop,UTC+1,3,False,Medium
student_01709,50,High School,Social Sciences,Reading/Writing,Desktop,UTC+8,2,True,High
student_01710,31,Undergraduate,STEM,Visual,Desktop,UTC-8,4,False,Medium
student_01711,38,Professional,Other,Kinesthetic,Mobile,UTC+1,4,False,Low
student_01712,23,High School,STEM,Kinesthetic,Desktop,UTC-5,4,False,Medium
student_01713,44,High School,STEM,Visual,Desktop,UTC-5,8,False,Medium
student_01714,17,Undergraduate,Arts,Visual,Desktop,UTC-5,5,True,Medium
student_01715,20,Graduate,STEM,Kinesthetic,Desktop,UTC-5,5,False,High
student_01716,48,Undergraduate,Other,Auditory,Mobile,UTC+8,6,False,High
student_01717,18,Graduate,STEM,Kinesthetic,Desktop,UTC,5,False,Low
student_01718,61,High School,Other,Reading/Writing,Mobile,UTC-5,9,False,Low
student_01719,33,Undergraduate,STEM,Auditory,Desktop,UTC-5,8,True,Medium
student_01720,56,High School,STEM,Reading/Writing,Desktop,UTC-5,3,True,Medium
student_01721,37,High School,STEM,Auditory,Mobile,UTC+1,10,False,High
student_01722,64,Professional,Business,Visual,Desktop,UTC-8,4,False,High
student_01723,46,Undergraduate,STEM,Auditory,Desktop,UTC,4,False,Medium
student_01724,55,Undergraduate,Business,Kinesthetic,Mobile,UTC-5,6,False,High
student_01725,20,Professional,Social Sciences,Kinesthetic,Desktop,UTC-5,1,False,High
student_01726,21,Graduate,Social Sciences,Auditory,Mobile,UTC-5,5,False,High
student_01727,37,Undergraduate,Arts,Kinesthetic,Desktop,UTC-8,6,False,Medium
student_01728,19,Undergraduate,Business,Kinesthetic,Desktop,UTC-8,6,False,Low
student_01729,16,High School,Arts,Auditory,Mobile,UTC-8,2,False,High
student_01730,56,Graduate,Other,Auditory,Desktop,UTC-8,3,False,High
student_01731,27,Undergraduate,Business,Visual,Mobile,UTC-8,9,False,Medium
student_01732,54,Undergraduate,Social Sciences,Kinesthetic,Mobile,UTC-5,3,False,High
student_01733,45,Graduate,Arts,Visual,Desktop,UTC-8,5,False,Medium
student_01734,18,High School,Other,Kinesthetic,Mobile,UTC,5,False,High
student_01735,19,Graduate,Other,Visual,Mobile,UTC-8,7,False,Medium
student_01736,35,High School,Arts,Kinesthetic,Desktop,UTC-5,2,False,High
student_01737,16,Professional,Business,Reading/Writing,Desktop,UTC,4,False,Medium
student_01738,23,High School,Arts,Kinesthetic,Desktop,UTC-8,2,False,Low
student_01739,19,High School,STEM,Auditory,Tablet,UTC,4,True,Medium
student_01740,53,Undergraduate,Arts,Kinesthetic,Tablet,UTC-5,4,False,High
student_01741,20,High School,STEM,Auditory,Mobile,UTC,6,False,Medium
student_01742,28,Undergraduate,STEM,Auditory,Tablet,UTC,6,False,Low
student_01743,36,Professional,Social Sciences,Reading/Writing,Mobile,UTC-8,4,False,Medium
student_01744,19,Undergraduate,Social Sciences,Reading/Writing,Mobile,UTC-8,6,False,Medium
student_01745,59,Undergraduate,Other,Reading/Writing,Desktop,UTC,8,False,Low
student_01746,29,Undergraduate,Business,Reading/Writing,Mobile,UTC-5,4,False,High
student_01747,37,High School,Social Sciences,Reading/Writing,Tablet,UTC-8,1,True,High
student_01748,25,Undergraduate,Other,Kinesthetic,Desktop,UTC-5,3,False,Low
student_01749,22,Undergraduate,Arts,Reading/Writing,Mobile,UTC-8,4,False,Medium
student_01750,29,Graduate,STEM,Visual,Tablet,UTC+1,4,False,Medium
student_01751,22,High School,Arts,Reading/Writing,Desktop,UTC+8,8,False,High
student_01752,45,Undergraduate,Arts,Kinesthetic,Mobile,UTC-8,5,False,Medium
student_01753,63,High School,STEM,Kinesthetic,Mobile,UTC+8,3,False,Low
student_01754,58,Undergraduate,Arts,Kinesthetic,Tablet,UTC+1,5,False,High
student_01755,50,Undergraduate,Arts,Kinesthetic,Desktop,UTC-5,4,False,Low
student_01756,56,High School,Other,Kinesthetic,Desktop,UTC-5,10,False,Low
student_01757,36,Undergraduate,Business,Auditory,Desktop,UTC-5,3,False,Medium
student_01758,60,High School,Social Sciences,Reading/Writing,Mobile,UTC+1,6,False,Low
student_01759,30,High School,STEM,Visual,Desktop,UTC-5,2,False,High
student_01760,17,High School,Arts,Kinesthetic,Desktop,UTC-8,6,False,Low
student_01761,61,Undergraduate,Other,Kinesthetic,Mobile,UTC+1,4,True,Medium
student_01762,35,Graduate,Arts,Auditory,Tablet,UTC,8,False,Medium
student_01763,25,Undergraduate,Arts,Visual,Mobile,UTC-5,2,True,Medium
student_01764,44,Undergraduate,Other,Kinesthetic,Tablet,UTC,3,False,High
student_01765,37,Undergraduate,Other,Auditory,Mobile,UTC,4,False,High
student_01766,17,High School,STEM,Visual,Mobile,UTC,5,False,Medium
student_01767,43,Undergraduate,Business,Reading/Writing,Mobile,UTC+1,6,False,Medium
student_01768,30,Professional,Business,Visual,Desktop,UTC-8,8,True,Medium
student_01769,18,High School,STEM,Visual,Desktop,UTC-8,5,False,Medium
student_01770,42,Undergraduate,Business,Reading/Writing,Desktop,UTC-5,5,False,Low
student_01771,33,Graduate,Business,Kinesthetic,Desktop,UTC,3,False,Medium
student_01772,56,Undergraduate,Arts,Auditory,Mobile,UTC-8,6,False,Medium
student_01773,34,Undergraduate,Other,Auditory,Desktop,UTC,6,False,Low
student_01774,29,Professional,Arts,Reading/Writing,Mobile,UTC,11,False,Low
student_01775,40,Undergraduate,Business,Kinesthetic,Tablet,UTC,5,True,High
student_01776,64,High School,Other,Reading/Writing,Tablet,UTC-5,1,False,Medium
student_01777,25,Graduate,Business,Kinesthetic,Tablet,UTC-5,6,False,Low
student_01778,61,Professional,Business,Reading/Writing,Desktop,UTC-5,5,True,Low
student_01779,52,Professional,Other,Visual,Mobile,UTC-5,7,False,Medium
student_01780,48,Graduate,STEM,Auditory,Desktop,UTC-8,9,True,Medium
student_01781,34,Undergraduate,Business,Kinesthetic,Desktop,UTC,1,False,Low
student_01782,34,High School,STEM,Auditory,Desktop,UTC-8,7,False,Low
student_01783,18,Undergraduate,Other,Auditory,Mobile,UTC+1,5,False,Low
student_01784,45,Graduate,STEM,Visual,Mobile,UTC,8,False,High
student_01785,48,Undergraduate,Business,Reading/Writing,Mobile,UTC-5,5,True,Low
student_01786,63,Graduate,STEM,Auditory,Desktop,UTC,9,False,High
student_01787,50,Graduate,STEM,Auditory,Tablet,UTC-8,1,True,Medium
student_01788,62,Professional,Social Sciences,Reading/Writing,Mobile,UTC,3,False,Medium
student_01789,50,Graduate,Social Sciences,Auditory,Desktop,UTC-5,6,False,High
student_01790,46,Undergraduate,Business,Reading/Writing,Desktop,UTC-5,5,True,Medium
student_01791,28,Undergraduate,STEM,Auditory,Mobile,UTC-5,2,False,High
student_01792,30,Undergraduate,Other,Visual,Mobile,UTC-5,6,False,High
student_01793,57,Graduate,Business,Auditory,Mobile,UTC+1,5,False,Medium
student_01794,27,Undergraduate,STEM,Auditory,Desktop,UTC+8,3,False,High
student_01795,57,Undergraduate,Social Sciences,Auditory,Mobile,UTC-5,2,False,Medium
student_01796,40,High School,Other,Auditory,Desktop,UTC-5,7,True,High
student_01797,47,Undergraduate,Social Sciences,Kinesthetic,Mobile,UTC-5,3,False,High
student_01798,55,Undergraduate,Social Sciences,Visual,Desktop,UTC+1,4,False,High
student_01799,45,High School,Business,Kinesthetic,Mobile,UTC-5,8,False,Medium
student_01800,49,High School,Social Sciences,Reading/Writing,Desktop,UTC+1,3,False,High
student_01801,51,Professional,Arts,Auditory,Desktop,UTC,8,False,Medium
student_01802,64,High School,Business,Auditory,Mobile,UTC-8,7,False,High
student_01803,35,Undergraduate,Business,Auditory,Desktop,UTC-8,5,False,Low
student_01804,47,Professional,Other,Reading/Writing,Mobile,UTC-8,2,False,High
student_01805,47,Professional,Other,Reading/Writing,Mobile,UTC-8,5,False,Medium
student_01806,33,Undergraduate,Social Sciences,Visual,Mobile,UTC-5,5,False,Medium
student_01807,26,High School,Business,Visual,Desktop,UTC+1,5,False,High
student_01808,32,High School,STEM,Visual,Desktop,UTC-5,6,False,Low
student_01809,33,Undergraduate,Business,Kinesthetic,Desktop,UTC-8,7,False,High
student_01810,58,High School,Social Sciences,Auditory,Mobile,UTC-5,8,False,High
student_01811,29,Undergraduate,STEM,Reading/Writing,Mobile,UTC+1,4,True,Medium
student_01812,36,Graduate,STEM,Visual,Tablet,UTC-5,5,False,Medium
student_01813,42,High School,STEM,Reading/Writing,Mobile,UTC+1,4,False,Medium
student_01814,20,Undergraduate,Other,Reading/Writing,Mobile,UTC-8,6,False,Medium
student_01815,49,Graduate,Other,Visual,Desktop,UTC+8,4,False,Medium
student_01816,51,Undergraduate,Arts,Reading/Writing,Desktop,UTC+8,4,False,Medium
student_01817,30,Graduate,Other,Visual,Mobile,UTC-5,4,False,Low
student_01818,18,Graduate,STEM,Visual,Mobile,UTC+1,6,False,High
student_01819,56,High School,Other,Reading/Writing,Mobile,UTC+1,6,False,High
student_01820,18,Undergraduate,Arts,Auditory,Desktop,UTC-8,3,False,High
student_01821,17,Graduate,STEM,Auditory,Desktop,UTC+1,2,False,Medium
student_01822,24,High School,Other,Auditory,Desktop,UTC+8,5,False,Medium
student_01823,62,Undergraduate,Business,Reading/Writing,Mobile,UTC-8,6,False,High
student_01824,59,High School,Social Sciences,Auditory,Mobile,UTC,2,False,Medium
student_01825,58,Undergraduate,STEM,Visual,Tablet,UTC-5,4,True,Low
student_01826,25,High School,STEM,Auditory,Desktop,UTC-5,7,False,High
student_01827,22,Undergraduate,Arts,Visual,Mobile,UTC-8,7,False,Medium
student_01828,23,Graduate,Other,Auditory,Mobile,UTC-8,4,False,Medium
student_01829,36,Undergraduate,STEM,Kinesthetic,Desktop,UTC-5,3,True,Medium
student_01830,18,High School,Social Sciences,Visual,Desktop,UTC-5,4,False,Medium
student_01831,30,Graduate,STEM,Auditory,Mobile,UTC,4,False,Medium
student_01832,32,Professional,Social Sciences,Reading/Writing,Desktop,UTC+8,6,False,High
student_01833,37,High School,Business,Auditory,Desktop,UTC-8,4,False,Medium
student_01834,17,Undergraduate,Arts,Auditory,Tablet,UTC-5,3,True,Medium
student_01835,53,Undergraduate,Other,Visual,Mobile,UTC-5,5,False,High
student_01836,63,High School,Social Sciences,Reading/Writing,Mobile,UTC-8,4,False,Medium
student_01837,31,Undergraduate,Social Sciences,Kinesthetic,Mobile,UTC,3,False,High
student_01838,37,Undergraduate,Business,Reading/Writing,Desktop,UTC-5,6,False,Medium
student_01839,37,Graduate,Business,Visual,Mobile,UTC-5,2,True,High
student_01840,32,Graduate,STEM,Auditory,Tablet,UTC,4,False,Low
student_01841,22,Professional,Arts,Auditory,Desktop,UTC,2,False,Medium
student_01842,48,High School,STEM,Auditory,Mobile,UTC-8,2,False,High
student_01843,37,Undergraduate,Business,Auditory,Mobile,UTC-8,3,False,Medium
student_01844,56,High School,Social Sciences,Kinesthetic,Mobile,UTC-5,4,False,High
student_01845,55,Undergraduate,Other,Kinesthetic,Desktop,UTC+1,7,False,High
student_01846,19,Undergraduate,Business,Reading/Writing,Desktop,UTC+8,2,False,Medium
student_01847,40,Undergraduate,Other,Kinesthetic,Mobile,UTC-5,4,False,High
student_01848,47,Undergraduate,STEM,Visual,Desktop,UTC-5,9,False,Medium
student_01849,58,Undergraduate,Arts,Visual,Mobile,UTC-8,5,False,High
student_01850,22,Graduate,Social Sciences,Auditory,Desktop,UTC-8,3,False,Medium
student_01851,16,High School,Arts,Reading/Writing,Mobile,UTC-5,6,False,High
student_01852,60,Undergraduate,Social Sciences,Auditory,Mobile,UTC+8,11,False,Low
student_01853,43,Graduate,Other,Visual,Mobile,UTC+1,6,False,High
student_01854,61,Undergraduate,Arts,Kinesthetic,Desktop,UTC-5,5,False,Medium
student_01855,17,Graduate,Arts,Kinesthetic,Mobile,UTC-8,5,False,Low
student_01856,56,Professional,Other,Reading/Writing,Tablet,UTC+1,5,False,Medium
student_01857,47,Undergraduate,STEM,Visual,Mobile,UTC-8,5,False,Medium
student_01858,57,High School,Arts,Auditory,Mobile,UTC+8,4,False,Medium
student_01859,60,Professional,Business,Reading/Writing,Mobile,UTC-8,3,False,Medium
student_01860,54,Graduate,STEM,Visual,Desktop,UTC-5,8,False,High
student_01861,32,High School,Arts,Reading/Writing,Mobile,UTC-5,4,False,Low
student_01862,32,Undergraduate,STEM,Reading/Writing,Tablet,UTC-8,3,False,High
student_01863,21,Graduate,Social Sciences,Visual,Mobile,UTC-8,1,False,Medium
student_01864,54,Graduate,Social Sciences,Auditory,Desktop,UTC,8,False,Low
student_01865,32,High School,Other,Auditory,Tablet,UTC-8,6,False,High
student_01866,34,High School,STEM,Visual,Desktop,UTC+8,5,False,High
student_01867,39,Undergraduate,Business,Visual,Desktop,UTC-5,6,False,Medium
student_01868,41,Undergraduate,STEM,Kinesthetic,Mobile,UTC,7,False,Medium
student_01869,25,Undergraduate,STEM,Auditory,Mobile,UTC-8,8,False,High
student_01870,31,Graduate,Business,Reading/Writing,Desktop,UTC-5,4,False,Medium
student_01871,30,High School,Social Sciences,Auditory,Desktop,UTC+8,7,False,Low
student_01872,59,Professional,Social Sciences,Auditory,Mobile,UTC+8,5,True,High
student_01873,52,High School,Arts,Auditory,Desktop,UTC+1,4,False,Medium
student_01874,51,Graduate,Social Sciences,Visual,Mobile,UTC-8,2,False,High
student_01875,48,High School,STEM,Auditory,Mobile,UTC-8,2,False,Medium
student_01876,56,Undergraduate,Social Sciences,Reading/Writing,Desktop,UTC-8,1,False,High
student_01877,35,Undergraduate,Social Sciences,Auditory,Desktop,UTC-8,6,False,Low
student_01878,26,High School,Business,Kinesthetic,Tablet,UTC-5,4,True,Medium
student_01879,62,Graduate,Other,Visual,Desktop,UTC,4,False,Medium
student_01880,56,Undergraduate,Social Sciences,Auditory,Mobile,UTC-8,5,False,Medium
student_01881,55,Undergraduate,Arts,Reading/Writing,Desktop,UTC-8,4,False,Medium
student_01882,63,Professional,Business,Visual,Mobile,UTC-8,5,False,High
student_01883,26,Professional,Arts,Auditory,Desktop,UTC,7,False,Medium
student_01884,42,Graduate,Business,Reading/Writing,Tablet,UTC-5,9,False,Medium
student_01885,29,Undergraduate,STEM,Kinesthetic,Mobile,UTC-5,4,False,Medium
student_01886,59,Undergraduate,Other,Kinesthetic,Desktop,UTC-8,7,False,Medium
student_01887,51,Undergraduate,Other,Auditory,Mobile,UTC,4,False,Medium
student_01888,39,High School,STEM,Kinesthetic,Mobile,UTC+8,9,False,Low
student_01889,64,High School,Business,Visual,Mobile,UTC-8,3,False,Medium
student_01890,58,High School,Other,Reading/Writing,Mobile,UTC-5,4,False,Low
student_01891,18,Undergraduate,Business,Reading/Writing,Desktop,UTC-5,8,False,Low
student_01892,48,High School,Other,Reading/Writing,Desktop,UTC-5,1,False,Medium
student_01893,50,Graduate,Business,Visual,Desktop,UTC-8,7,False,High
student_01894,18,Undergraduate,Business,Auditory,Mobile,UTC,7,False,Medium
student_01895,31,Graduate,STEM,Reading/Writing,Desktop,UTC-8,6,False,Low
student_01896,28,Graduate,Social Sciences,Visual,Mobile,UTC,6,False,High
student_01897,58,Undergraduate,Arts,Kinesthetic,Desktop,UTC-8,4,False,Low
student_01898,46,Undergraduate,Other,Auditory,Mobile,UTC-8,9,False,Low
student_01899,55,High School,Business,Visual,Tablet,UTC-5,4,False,Medium
student_01900,21,Undergraduate,Other,Reading/Writing,Desktop,UTC,6,False,High
student_01901,48,High School,Arts,Visual,Mobile,UTC-5,7,False,Low
student_01902,56,High School,STEM,Auditory,Desktop,UTC,3,False,Low
student_01903,63,High School,Social Sciences,Visual,Desktop,UTC-5,2,False,High
student_01904,30,Undergraduate,Other,Kinesthetic,Mobile,UTC,5,False,Medium
student_01905,45,Undergraduate,Business,Kinesthetic,Mobile,UTC-8,2,False,Low
student_01906,42,Undergraduate,Business,Visual,Desktop,UTC-8,8,False,Medium
student_01907,36,High School,Social Sciences,Visual,Mobile,UTC-5,6,False,High
student_01908,62,High School,Arts,Visual,Mobile,UTC,7,True,Medium
student_01909,36,Undergraduate,STEM,Visual,Desktop,UTC-8,7,False,Medium
student_01910,63,Undergraduate,Social Sciences,Auditory,Tablet,UTC,6,False,High
student_01911,40,High School,Other,Reading/Writing,Desktop,UTC+1,6,False,Medium
student_01912,30,High School,Business,Visual,Tablet,UTC,5,False,Low
student_01913,21,Graduate,STEM,Reading/Writing,Mobile,UTC+8,1,False,Medium
student_01914,53,Undergraduate,Social Sciences,Kinesthetic,Mobile,UTC-8,5,True,Medium
student_01915,20,Undergraduate,Business,Auditory,Tablet,UTC-8,2,True,Medium
student_01916,40,High School,STEM,Visual,Desktop,UTC-5,4,False,Medium
student_01917,51,Undergraduate,Other,Reading/Writing,Mobile,UTC-5,4,False,Low
student_01918,18,Graduate,Arts,Kinesthetic,Desktop,UTC-8,3,False,Medium
student_01919,44,Professional,Arts,Visual,Mobile,UTC-5,8,False,Medium
student_01920,54,Graduate,Arts,Kinesthetic,Desktop,UTC+1,5,False,High
student_01921,18,Professional,Other,Kinesthetic,Mobile,UTC-5,1,False,Medium
student_01922,34,Graduate,STEM,Auditory,Mobile,UTC+8,3,False,Medium
student_01923,41,Undergraduate,Social Sciences,Visual,Mobile,UTC-5,6,False,High
student_01924,20,Undergraduate,STEM,Visual,Desktop,UTC,2,True,Low
student_01925,26,High School,Arts,Kinesthetic,Mobile,UTC+1,8,False,Medium
student_01926,41,High School,STEM,Auditory,Desktop,UTC,9,True,Low
student_01927,19,Graduate,Social Sciences,Auditory,Desktop,UTC+1,4,False,Low
student_01928,40,Undergraduate,Other,Reading/Writing,Mobile,UTC-5,3,False,Medium
student_01929,53,High School,Arts,Auditory,Desktop,UTC-5,5,False,Medium
student_01930,53,Undergraduate,Arts,Visual,Mobile,UTC,4,False,Medium
student_01931,64,High School,Other,Kinesthetic,Desktop,UTC+8,4,False,Medium
student_01932,20,Graduate,STEM,Auditory,Desktop,UTC-5,4,False,High
student_01933,45,Undergraduate,Other,Reading/Writing,Desktop,UTC+1,3,False,Medium
student_01934,63,High School,Other,Auditory,Mobile,UTC+8,9,False,Medium
student_01935,43,High School,Other,Visual,Mobile,UTC-8,3,False,Medium
student_01936,32,Graduate,Social Sciences,Reading/Writing,Mobile,UTC-5,2,False,Medium
student_01937,25,High School,Business,Auditory,Desktop,UTC-5,5,False,High
student_01938,41,High School,Other,Auditory,Mobile,UTC+1,0,False,Medium
student_01939,30,High School,Other,Kinesthetic,Desktop,UTC,5,False,High
student_01940,63,Undergraduate,Arts,Reading/Writing,Desktop,UTC-5,1,False,Medium
student_01941,57,Undergraduate,Business,Kinesthetic,Desktop,UTC+1,3,False,Low
student_01942,26,Undergraduate,Business,Auditory,Desktop,UTC-8,6,False,High
student_01943,36,Undergraduate,Other,Auditory,Mobile,UTC-8,3,False,Medium
student_01944,39,Graduate,Arts,Visual,Mobile,UTC-5,4,False,Medium
student_01945,53,Graduate,Business,Visual,Desktop,UTC-8,7,False,Medium
student_01946,18,High School,STEM,Auditory,Tablet,UTC-8,5,False,Medium
student_01947,50,Undergraduate,Arts,Auditory,Mobile,UTC-8,10,False,Medium
student_01948,18,High School,Arts,Visual,Mobile,UTC-5,6,True,High
student_01949,45,Graduate,Social Sciences,Kinesthetic,Mobile,UTC,2,False,High
student_01950,29,Undergraduate,Arts,Auditory,Mobile,UTC-5,1,False,Medium
student_01951,63,High School,STEM,Kinesthetic,Mobile,UTC-5,3,False,Medium
student_01952,35,Graduate,Other,Visual,Mobile,UTC-5,5,False,High
student_01953,50,Undergraduate,STEM,Visual,Tablet,UTC,3,False,High
student_01954,36,High School,Other,Visual,Desktop,UTC-8,9,False,Medium
student_01955,61,Undergraduate,STEM,Reading/Writing,Tablet,UTC-5,2,False,High
student_01956,30,Undergraduate,Other,Visual,Mobile,UTC+8,7,False,Medium
student_01957,37,High School,Arts,Kinesthetic,Desktop,UTC-5,3,False,High
student_01958,29,Undergraduate,Other,Reading/Writing,Mobile,UTC-5,1,False,Medium
student_01959,31,High School,Social Sciences,Reading/Writing,Desktop,UTC-5,4,False,Medium
student_01960,35,High School,Arts,Auditory,Desktop,UTC+1,6,False,Low
student_01961,37,High School,Arts,Kinesthetic,Mobile,UTC,6,False,Medium
student_01962,25,Undergraduate,Social Sciences,Reading/Writing,Desktop,UTC-5,2,False,High
student_01963,55,High School,Other,Kinesthetic,Desktop,UTC-8,6,False,Medium
student_01964,27,High School,Social Sciences,Visual,Desktop,UTC-5,3,False,Medium
student_01965,56,Undergraduate,Other,Kinesthetic,Desktop,UTC+8,5,False,Low
student_01966,17,Undergraduate,Other,Kinesthetic,Desktop,UTC-8,6,False,Medium
